SITECODE,Latitude,Longitude,ELEV,ELEV_Cate,Location,Continent,Country,Cite,Genus.spp,TaxGroup,Order,Family,Genus,Species,GF,DecEv,SLA,Amass,Aarea,Nmass,Narea,PPTmean,PPTmin,PPTmax,PPTcv,PPTseason,RH,TMPmean,TMPmin,TMPmax,TMPrange,TMPiso,TMP0gs,TMP5gs,TMP0nb,TMP5nb,SUNmean,SUNmin,SUNmax,SUNrange,PAR0,PAR5,RAD,PETf,PETq,Mif,Miq,ALU,SODIUM,CARB,TBA,SBA,SALT,Ntot,CN,AWHC,pH,CECS,CECC,BULK,CLAY,SILT,SAND,GRAVEL,Corg,DEPTH,Pavail,P.Distance
89,-43.2,170.3,105,Very Low,FJchrono120000yr,Oceania,New Zealand,"Tissue, D.T., Barbour, M.M., Hunt, J.E., Turnbull, M.H., Griffin, K.L., Walcroft, A.S. & Whitehead, D. (2006) Spatial and temporal scaling of intercellular CO2 concentration in a temperate rainforest dominated by Dacrydium cupressinum in New Zealand. Plant, Cell and Environment, 29, 497-510.
Whitehead, D., Boelman, N.T., Turnbull, M.H., Griffin, K.L., Tissue, D.T., Barbour, M.M., Hunt, J.E., Richardson, S.J. & Peltzer, D.A. (2005) Photosynthesis and leaf reflectance indices for rainforest species in ecosystems undergoing progression and retrogression along a soil fertility chronosequence in New Zealand. Oecologia, 144, 233-244.
+ unpublished Barbour Margaret ",Dacrydium cupressinum,Angio,Myrtales,Cunoniaceae,Dacrydium,cupressinum,T,E,44.33333333,17.47666667,3.933333333,0.65366,1.483519167,4075.7,268.5,399.7,0.14570771,0.065811697,89.9416667,11.10833333,6.6,15.5,92,46,337.2264332,185.1430998,30.41666667,30.41666667,34.4,29.6,38,8.4,780.0192559,780.0192559,113.0833333,582,655.3508785,7.002920962,6.219111187,15,2.8,5.377167944,2.66,26.2,0.1,1.206000008,12.66199963,17.2,4.1,10,26.8,0.931,23,28,49,18,89,180,31.98,1
90,-43.2,170.3,105,Very Low,FJchrono12000yr,Oceania,New Zealand,"Tissue, D.T., Barbour, M.M., Hunt, J.E., Turnbull, M.H., Griffin, K.L., Walcroft, A.S. & Whitehead, D. (2006) Spatial and temporal scaling of intercellular CO2 concentration in a temperate rainforest dominated by Dacrydium cupressinum in New Zealand. Plant, Cell and Environment, 29, 497-510.
Whitehead, D., Boelman, N.T., Turnbull, M.H., Griffin, K.L., Tissue, D.T., Barbour, M.M., Hunt, J.E., Richardson, S.J. & Peltzer, D.A. (2005) Photosynthesis and leaf reflectance indices for rainforest species in ecosystems undergoing progression and retrogression along a soil fertility chronosequence in New Zealand. Oecologia, 144, 233-244.
+ unpublished Barbour Margaret ",Dacrydium cupressinum,Angio,Myrtales,Cunoniaceae,Dacrydium,cupressinum,T,E,51.33333333,28.15333333,5.366666667,0.831082,1.615066913,4075.7,268.5,399.7,0.14570771,0.065811697,89.9416667,11.10833333,6.6,15.5,92,46,337.2264332,185.1430998,30.41666667,30.41666667,34.4,29.6,38,8.4,780.0192496,780.0192496,113.0833333,582,655.3508743,7.002920962,6.21911123,15,2.8,5.377167944,2.66,26.2,0.1,1.206000008,12.66199963,17.2,4.1,10,26.8,0.931,23,28,49,18,89,180,66.092,1
91,-43.2,170.3,105,Very Low,FJchrono130yr,Oceania,New Zealand,"Tissue, D.T., Barbour, M.M., Hunt, J.E., Turnbull, M.H., Griffin, K.L., Walcroft, A.S. & Whitehead, D. (2006) Spatial and temporal scaling of intercellular CO2 concentration in a temperate rainforest dominated by Dacrydium cupressinum in New Zealand. Plant, Cell and Environment, 29, 497-510.
Whitehead, D., Boelman, N.T., Turnbull, M.H., Griffin, K.L., Tissue, D.T., Barbour, M.M., Hunt, J.E., Richardson, S.J. & Peltzer, D.A. (2005) Photosynthesis and leaf reflectance indices for rainforest species in ecosystems undergoing progression and retrogression along a soil fertility chronosequence in New Zealand. Oecologia, 144, 233-244.
+ unpublished Barbour Margaret ",Griselinia littoralis,Angio,Apiales,Cunoniaceae,Griselinia,littoralis,T,E,71,90.68,12.53333333,1.428714,1.931346741,4075.7,268.5,399.7,0.14570771,0.065811697,89.9416667,11.10833333,6.6,15.5,92,46,337.2264332,185.1430998,30.41666667,30.41666667,34.4,29.6,38,8.4,780.0192423,780.0192423,113.0833333,582,655.3508689,7.002920962,6.219111274,15,2.8,5.377167944,2.66,26.2,0.1,1.206000008,12.66199963,17.2,4.1,10,26.8,0.931,23,28,49,18,89,180,186.55,1
92,-43.2,170.3,107,Very Low,FJchrono500yr,Oceania,New Zealand,"Tissue, D.T., Barbour, M.M., Hunt, J.E., Turnbull, M.H., Griffin, K.L., Walcroft, A.S. & Whitehead, D. (2006) Spatial and temporal scaling of intercellular CO2 concentration in a temperate rainforest dominated by Dacrydium cupressinum in New Zealand. Plant, Cell and Environment, 29, 497-510.
Whitehead, D., Boelman, N.T., Turnbull, M.H., Griffin, K.L., Tissue, D.T., Barbour, M.M., Hunt, J.E., Richardson, S.J. & Peltzer, D.A. (2005) Photosynthesis and leaf reflectance indices for rainforest species in ecosystems undergoing progression and retrogression along a soil fertility chronosequence in New Zealand. Oecologia, 144, 233-244.
+ unpublished Barbour Margaret ",Griselinia littoralis,Angio,Apiales,Cunoniaceae,Griselinia,littoralis,T,E,66.33333333,54.83,8.066666667,0.952476,1.448416154,4252,268.5,399.7,0.14570771,0.065811697,89.9416667,11.7,6.6,15.5,92,46,337.2264332,185.1430998,30.41666667,30.41666667,34.4,29.6,38,8.4,780.0612362,780.0612362,113.0833333,582,655.4574139,7.305841924,6.487072816,15,2.8,5.400804024,2.66,26.2,0.1,1.206000008,12.66199963,17.2,4.1,10,26.8,0.931,23,28,49,18,89,180,175.0016667,1
93,-43.2,170.3,107,Very Low,FJchrono5yr,Oceania,New Zealand,"Tissue, D.T., Barbour, M.M., Hunt, J.E., Turnbull, M.H., Griffin, K.L., Walcroft, A.S. & Whitehead, D. (2006) Spatial and temporal scaling of intercellular CO2 concentration in a temperate rainforest dominated by Dacrydium cupressinum in New Zealand. Plant, Cell and Environment, 29, 497-510.
Whitehead, D., Boelman, N.T., Turnbull, M.H., Griffin, K.L., Tissue, D.T., Barbour, M.M., Hunt, J.E., Richardson, S.J. & Peltzer, D.A. (2005) Photosynthesis and leaf reflectance indices for rainforest species in ecosystems undergoing progression and retrogression along a soil fertility chronosequence in New Zealand. Oecologia, 144, 233-244.
+ unpublished Barbour Margaret ",Coriaria arborea,Angio,Cucurbitales,Coriariaceae,Coriaria,arborea,T,E,114,223.44,19.6,2.339169,2.051902632,4252,268.5,399.7,0.14570771,0.065811697,89.9416667,11.7,6.6,15.5,92,46,337.2264332,185.1430998,30.41666667,30.41666667,34.4,29.6,38,8.4,780.0612333,780.0612333,113.0833333,582,655.4574115,7.305841924,6.487072883,15,2.8,5.400804024,2.66,26.2,0.1,1.206000008,12.66199963,17.2,4.1,10,26.8,0.931,23,28,49,18,89,180,266.5,1
94,-43.2,170.3,107,Very Low,FJchrono60yr,Oceania,New Zealand,"Tissue, D.T., Barbour, M.M., Hunt, J.E., Turnbull, M.H., Griffin, K.L., Walcroft, A.S. & Whitehead, D. (2006) Spatial and temporal scaling of intercellular CO2 concentration in a temperate rainforest dominated by Dacrydium cupressinum in New Zealand. Plant, Cell and Environment, 29, 497-510.
Whitehead, D., Boelman, N.T., Turnbull, M.H., Griffin, K.L., Tissue, D.T., Barbour, M.M., Hunt, J.E., Richardson, S.J. & Peltzer, D.A. (2005) Photosynthesis and leaf reflectance indices for rainforest species in ecosystems undergoing progression and retrogression along a soil fertility chronosequence in New Zealand. Oecologia, 144, 233-244.
+ unpublished Barbour Margaret ",Aristotelia serrata,Angio,Cucurbitales,Coriariaceae,Aristotelia,arborea,T,E,116.6666667,196.7466667,17.03333333,2.637985,2.337233607,4252,268.5,399.7,0.14570771,0.065811697,89.9416667,11.7,6.6,15.5,92,46,337.2264332,185.1430998,30.41666667,30.41666667,34.4,29.6,38,8.4,780.0612242,780.0612242,113.0833333,582,655.4574038,7.305841924,6.487072908,15,2.8,5.400804024,2.66,26.2,0.1,1.206000008,12.66199963,17.2,4.1,10,26.8,0.931,23,28,49,18,89,180,222.0833333,1
97,-43.2333,170.1833,3,Very Low,Okarito,Oceania,New Zealand,"Tissue, D.T., Barbour, M.M., Hunt, J.E., Turnbull, M.H., Griffin, K.L., Walcroft, A.S. & Whitehead, D. (2006) Spatial and temporal scaling of intercellular CO2 concentration in a temperate rainforest dominated by Dacrydium cupressinum in New Zealand. Plant, Cell and Environment, 29, 497-510.
Whitehead, D., Boelman, N.T., Turnbull, M.H., Griffin, K.L., Tissue, D.T., Barbour, M.M., Hunt, J.E., Richardson, S.J. & Peltzer, D.A. (2005) Photosynthesis and leaf reflectance indices for rainforest species in ecosystems undergoing progression and retrogression along a soil fertility chronosequence in New Zealand. Oecologia, 144, 233-244.
+ unpublished Barbour Margaret ",Dacrydium cupressinum,Angio,Myrtales,Cunoniaceae,Dacrydium,actifolia,T,E,67.5,35.68275,6.0775,1.3075,2.04809578,4251,268.5,399.7,0.14570771,0.065811697,89.9416667,12.2,6.6,15.5,92,46,337.2264332,185.1430998,30.41666667,30.41666667,34.4,29.6,38,8.4,777.505284,777.505284,113.0833333,582,649.5714276,7.304123711,6.544314853,17.2,2.8,4.171727864,2.66,26.2,0.1,1.206000008,12.66199963,17.2,3.5,13,26.8,0.712,26,33,40,15,169,180,66.625,1
98,19.475,-155.608,2000,Very High,United States,Oceania,United States,"Baruch&Goldstein_Hawaii_High_Old - Baruch, Z. & Goldstein, G. Leaf construction cost, nutrient concentration, and net CO2 assimilation of native and invasive species in Hawaii. Oecologia 121, 183-192 (1999).",Cheirodendron tryginum,Angio,Ericales,Acardiaceae,Cheirodendron,sandwicensis,T,E,110.6911111,113.2468943,9.572222222,1.707777778,1.783063558,3000,76.7,288.5,0.4097278,0.233201679,76.8,12,19.5,22.2,87,69,635.6557748,483.5724414,30.41666667,30.41666667,48.6583333,44.9,54.5,9.6,1245.739623,1245.739623,152.9166667,1344,1413.582477,2.232142857,2.122267274,37.5,1.68,43.74911173,11.09,63.45,0.1,2.770000003,12.12150117,25.3,5.9,37.41000208,89.62,1.46,20.2,31.2,48.6,3,50.7,88,1.166666667,22.33843497
99,19.475,-155.608,2000,Very High,United States,Oceania,United States,"Baruch&Goldstein_Hawaii_High_Rec - Baruch, Z. & Goldstein, G. Leaf construction cost, nutrient concentration, and net CO2 assimilation of native and invasive species in Hawaii. Oecologia 121, 183-192 (1999).",Metrosideros polymorpha.pb,Angio,Myrtales,Myrtaceae,Metrosideros,polymorpha,F,E,58.02,29.2999775,5.5205,0.975,1.68000217,3000,76.7,288.5,0.4097278,0.233201679,76.8,12,19.5,22.2,87,69,635.6557748,483.5724414,30.41666667,30.41666667,48.6583333,44.9,54.5,9.6,1245.73961,1245.73961,152.9166667,1344,1413.58246,2.232142857,2.122267406,37.5,1.68,43.74911173,11.09,63.45,0.1,2.770000003,12.12150117,25.3,5.4,37.41000208,89.62,1.46,20.2,31.2,48.6,3,50.7,88,1.166666667,22.33843497
100,19.38,-155.04,300,Low,Hawaii,Oceania,United States,"Baruch&Goldstein_Hawaii_Low_Old - Baruch, Z. & Goldstein, G. Leaf construction cost, nutrient concentration, and net CO2 assimilation of native and invasive species in Hawaii. Oecologia 121, 183-192 (1999).",Metrosideros polymorpha.pb,Angio,Gentiales,Myrtaceae,Metrosideros,albidus,T,E,120.21,105.706719,9.001666667,1.26,1.14974283,2182.08,91.8,379.3,0.4097278,0.221621092,76.8,22.375,20.4,23,90,71,661.0119082,508.9285748,30.41666667,30.41666667,48.6583333,43.1,53,9.9,1174.077416,1174.077416,153.25,1347,1269.757786,1.619955457,1.718500957,37.5,1.68,23.65844373,11.09,63.45,0.1,2.770000003,12.12150117,25.3,5.8,37.41000208,89.62,1.46,20.2,31.2,48.6,3,50.7,165,1.166666667,27.02207689
101,19.45,-155.28,1100,Very High,United States,Oceania,United States,"Baruch&Goldstein_Hawaii_Med_Old - Baruch, Z. & Goldstein, G. Leaf construction cost, nutrient concentration, and net CO2 assimilation of native and invasive species in Hawaii. Oecologia 121, 183-192 (1999).",Broussaisia arguta,Angio,Myrtales,Myrtaceae,Metrosideros,polymorpha,S,E,150.332,35.9969144,2.8576,1.596,1.167903082,3300,91.8,379.3,0.4097278,0.221621092,76.8,18.6417,20.4,23,87,69,661.0119082,508.9285748,30.41666667,30.41666667,48.6583333,43.1,53,9.9,1198.787796,1198.787796,153.25,1344,1335.968627,2.455357143,2.470117817,15.75,0.65,33.11287573,7.525,22.1,0.1,2.770000003,12.12150117,25.3,5.3,32,65,0.861,16,45,39,8,76,165,1.535,1.464210996
102,19.45,-155.28,1100,Very High,United States,Oceania,United States,"Baruch&Goldstein_Hawaii_Med_Rec - Baruch, Z. & Goldstein, G. Leaf construction cost, nutrient concentration, and net CO2 assimilation of native and invasive species in Hawaii. Oecologia 121, 183-192 (1999).",Coprosma ochracea,Angio,Gentiales,Myrtaceae,Metrosideros,polymorpha,S,E,105.6575,27.4570525,3.94,1.0975,1.408820975,3300,91.8,379.3,0.4097278,0.221621092,76.8,18.6417,20.4,23,87,69,661.0119082,508.9285748,30.41666667,30.41666667,48.6583333,43.1,53,9.9,1198.78777,1198.78777,153.25,1344,1335.96859,2.455357143,2.470117902,15.75,0.65,33.11287573,7.525,22.1,0.1,2.770000003,12.12150117,25.3,5.3,32,65,0.861,16,45,39,8,76,165,1.535,1.464210996
103,42.53,-72.18,340,Low,United States,North America,United States,"Bassow, S. L. & Bazzaz, F. A. Intra- and inter-specific variation in canopy photosynthesis in a mixed deciduous forest. Oecologia 109, 507-515 (1997).",Acer pensylvanicum,Angio,Fagales,Fagaceae,Acer,america,T,D,126.722,184.1,14.87,2.39078,2.01,1101,80.3,103.1,0.07347764,0.022291686,67.9166667,7.3,-6,20.9,122,31,276.1627802,174.942645,22.16666667,18.25,54.925,43.5,61.9,18.4,876.9473567,778.7168991,127.25,952,846.7441691,1.156512605,1.300274562,23.9,0.4,20.03289336,3.04,22.2,0.1,1.691000008,16.51700098,18,5.1,12,68.2,1.381,10,33,57,16,52,152,5.275,4.133068209
105,18.25,-97.43,558,Medium,SB.Bhaskar,North America,Mexico,"Bhaskar Radika, unpublished work
+ Bhaskar, R., Valiente-Banuet, A. & Ackerly, D. D. (2007), Evolution of hydraulic traits in closely related species pairs from mediterranean and non-mediterranean environments of North America. New Phytologist, 176, 718-726. ",Arctostaphylos glandulosa,Angio,Rosales,Rosaceae,Arctostaphylos,arbutifolia,S,E,41.86267795,37.49743774,9.358227398,1.356505289,3.557150589,1704.8,3.6,364.8,0.99917843,0.650250524,73.2416667,24.39166667,20.5,28,122,50,742.0397846,589.9564513,30.41666667,30.41666667,60.0333333,32.8,89.7,56.9,1299.178793,1299.178793,162.75,1340,1472.935139,1.272238806,1.157416832,29.6,1.3,19.543,5.44,45.1,0.1,0.971500007,10.90649944,12.85,6.8,19,19.25,1.302,28,24,49,20,19,115,0.855,173.6228936
106,18.25,-97.43,558,Medium,Teh.Bhaskar,North America,Mexico,"Bhaskar Radika, unpublished work
+ Bhaskar, R., Valiente-Banuet, A. & Ackerly, D. D. (2007), Evolution of hydraulic traits in closely related species pairs from mediterranean and non-mediterranean environments of North America. New Phytologist, 176, 718-726. ",Amelanchier denticulata,Angio,Sapindales,Acardiaceae,Rhus,candicans,S,E,41.4952932,47.01880773,11.60309021,1.240435583,3.181918654,1704.8,3.6,364.8,0.99917843,0.650250524,73.2416667,24.39166667,20.5,28,122,50,742.0397846,589.9564513,30.41666667,30.41666667,60.0333333,32.8,89.7,56.9,1299.178835,1299.178835,162.75,1340,1472.935211,1.272238806,1.157416778,29.6,1.3,19.543,5.44,45.1,0.1,0.971500007,10.90649944,12.85,5,12,19.25,1.341,30,26,44,29,25,115,0.855,173.6228936
107,29.63,-82.36,29,Very Low,United States,North America,United States,"Cavender-Bares, J., Kitajima, L. & Bazzaz, F.A. (2004) Multiple trait association in relation to habitat differentiation among 17 Floridian Oak species. Ecological Monographs, 74(4), 635-662.",Quercus austri,Angio,Fagales,Fagaceae,Quercus,austri,T,E,79.91352941,117.5882353,14.87235294,1.351176471,1.708294798,1357.628,57,195.9,0.44090753,0.215086108,75.1,20.5333,12.5,27.2,129,47,623.7007098,471.6173764,30.41666667,30.41666667,65.6416667,60.6,74.9,14.3,1278.261345,1278.261345,159.0833333,1413,1331.596451,0.960812456,1.019549071,26.4,2.3,22.43642765,2.95,44.2,0.1,0.780000003,10.86049933,13.3,6.3,18,24.5,1.483,28,31,41,2,20,254,4,18.89100908
109,-34.32,117.5,265,Low,Mt.Barker1,Australia,Australia,"Cernusak, L.A., Pate, J.S. & Farquhar, G.D. (2002) Diurnal variation in the stable isotope composition of water and dry matter in fruiting Lupinus angustifolius under field conditions. Plant, Cell and Environment, 25, 893-907.",Lupinus angustifolias,Angio,Fabales,Fabaceae,Lupinus,angustifolias,H,N,141.8,382.5764,26.98,4.42,3.11706629,519.9,15.6,79.7,0.54968554,0.35494137,63.8416667,15.41666667,10.5,21,112,51,468.1348949,316.0515616,30.41666667,30.41666667,53.475,43.5,67.5,24,1101.83061,1101.83061,159.0833333,1386,1045.281552,0.375108225,0.497377954,8.8,4.3,6.576,11.38,73.6,0.169999999,0.608499998,10.21200039,14.4,6.9,26,38.4,1.211,35,22,43,13,10,90,3.969333333,240.2255561
111,46.83,-116.72,873,Very High,FlatCreek,North America,United States,"Cernusak, L. & Marshall, J.D. (2001) Responses of foliar d13C, gas exchange and leaf morphology to reduced hydraulic conductivity in Pinus monticola branches. Tree Physiology, 21, 1215-1222.",Pinus monticola,Gymno,Piles,Piceae,Pinus,monticola,T,E,50.1,42.3345,8.45,1.46,2.91417166,679.9,23.2,85.1,0.37079205,0.221843674,63.7583333,7.858333333,-2.5,18.5,130,38,248.5976303,142.4093558,24.83333333,18.08333333,54.5333333,25.8,85.4,59.6,982.0294883,853.8747925,126.25,1045,875.5996311,0.65062201,0.776496444,9,1.2,-0.6,8.82,84,0.1,1.132000001,9.986999134,14.7,5.8,18,62.8,1.378,14,37,48,15,34,155,15.54666667,9.207277791
112,9.1,-79.7,77,Very Low,Gamboa,Central America,Panama,"Cernusak, L.A., Mejia-Chang, M., Winter, K. & Griffiths, H. (2008) Oxygen isotope composition of CAM and C3 Clusia species: non-steady-state dynamics control leaf water 18O enrichment in succulent leaves. Plant, Cell and Environment, 31, 1644-1662.",Miconia argentea,Angio,Myrtales,Melastomataceae,Miconia,argentea,T,E,78.3,80.8056,10.32,1.48,1.89016603,2299.1,17.8,353.3,0.62856189,0.351288236,83.9333333,26.29166667,25.1,27.9,73,74,799.6532298,647.5698965,30.41666667,30.41666667,49.8833333,41.8,64.7,22.9,1226.377806,1226.377806,178.9166667,1418,1423.449743,1.621368124,1.615160641,13.4,1.85,1.8855,5.505,63.4,19.91199998,5.262000003,15.96599976,25.85,4.9,15,20.35,1.331,37,28,35,15,18,182,3.21,10
113,67.5,-152.5,760,High,United States,North America,United States,"Chapin, F. S., Bretharte, M. S., Hobbie, S. E. & Zhong, H. L. Plant functional types as predictors of transient responses of arctic vegetation to global change. Journal of Vegetation Science 7, 347-358 (1996).
Oberbauer, S. F. & Oechel, W. C. Maximum CO2-assimilation rates of vascular plants on an Alaskan arctic tundra slope. Holarctic Ecology 12, 312-316 (1989).
+ unpublished work",Betula,Angio,Poales,Ericaceae,Betula,alpi,S,N,89.10441276,111.8111111,11.05222222,1.827916667,2.254810731,318,11.2,54.1,0.524089,0.247265544,70.8583333,-8.8,-29,10.9,116,21,73.99706504,27.71263882,10.66666667,7.5,40.2,29.9,55.9,26,386.6723018,291.832217,68.66666667,373,333.3472693,0.852546917,0.953959454,3.1,2.5,19.543,19.25,76.4,0.1,5.419499964,16.06649904,20.35,6,25,61.9,1.125,19,35,46,10,93,120,5.393333333,260.5498401
114,19.49,-155.49,813,Very High,HawaiiDryLowN,Oceania,United States,"Cornwell, W.K., Bhaskar, R., Sack, L., Cordell, S. & Lunch, C.K. (2007) Adjustment of structure and function of Hawaiian Metrosideros polymorpha at high vs. low precipitation. Functional Ecology, 21, 1063‚Ä?071.",Metrosideros polymorpha,Angio,Myrtales,Myrtaceae,Metrosideros,polymorpha,T,E,44.2,72.93,16.5,1.04,2.35294118,650,91.8,379.3,0.36458634,0.221621092,75.9,20.28333333,20.4,23,87,72,661.0119082,508.9285748,30.41666667,30.41666667,51.4916667,43.1,53,9.9,1189.512262,1189.512262,153.25,1344,1311.59304,0.483630952,0.49558055,25,1.68,66.4462,11.09,63.45,0.1,5.771199992,16.42684654,26.025,5.949,37.41000208,89.62,1.46,20.2,31.2,48.6,3,122.2,88,156,24.37529445
115,19.41,-155.12,813,Very High,HawaiiWetLowN,Oceania,United States,"Cornwell, W.K., Bhaskar, R., Sack, L., Cordell, S. & Lunch, C.K. (2007) Adjustment of structure and function of Hawaiian Metrosideros polymorpha at high vs. low precipitation. Functional Ecology, 21, 1063‚Ä?071.",Metrosideros polymorpha,Angio,Myrtales,Myrtaceae,Metrosideros,polymorpha,T,E,46.3,37.04,8,0.65,1.40388769,5406,91.8,379.3,0.36458634,0.221621092,75.9,20.28333333,20.4,23,87,72,661.0119082,508.9285748,30.41666667,30.41666667,51.4916667,43.1,53,9.9,1190.018923,1190.018923,153.25,1344,1312.23908,4.022321429,4.119676119,25,1.68,66.4462,6.09,53.45,0.1,5.771199992,16.42684654,26.025,4.2,20,89.62,0.961,24,38,39,9,119,165,156,17.68911636
117,-65.599747,-62.999214,64,Very Low,BiscoePoint,Antarctica,Antarctica,"Xiong, F.S., Mueller, E.C. & Day, T.A. (2000) Photosynthetic and Respiratory Acclimation and Growth Response of Antarctic Vascular Plants to Contrasting Temperature Regimes. American Journal of Botany, 87(5), 700-710.",Colobanthus quitensis,Angio,Caryophyllales,Caryophyllaceae,Colobanthus,antarctica,G,N,83.35,59.51,6.95,2.35,2.92413793,820.1,55,81.5,0.131584,0.090792413,82.175,-1.7,-6.6,2.4,120,25,144.2787698,28.23356451,30.41666667,15,36.5583333,30.5,43.9,13.4,540.591343,447.6527292,75,345.186436,345.186436,2.375817522,2.375817522,1.9,5.2,9.409754405,32,96.06517109,0.1135,0.28,9.107142857,12.33234222,8.3,9,20,1.5,2,25,73,8.7,2.6,15,167,100
118,39.3,-119.63,1547,Very High,RENO__AC,North America,United States,"DeLucia, E.H. & Schlesinger, W.H. (1991) Resource-Use Efficiency and Drought Tolerance In Adjacent Great Basin and Sierran Plants. Ecology, 72(1), 51-58.",Arctostaphylos patula,Angio,Asterales,Asteraceae,Arctostaphylos,jeffreyi,S,E,46,50.39666667,10.46666667,1.2,2.658261397,950,8.9,45.3,0.54583177,0.359798803,51.4083333,9.483333333,-0.1,20.9,169,44,289.7834618,171.514569,29.58333333,19.66666667,79.0083333,62.5,91.7,29.2,1356.076729,1106.046727,160.0833333,1370,1221.168679,0.693430657,0.777943298,12.3,4.8,40.9605,16.76,100,0.480000002,0.689499998,9.11449937,9.8,7.5,22,55.9,1.418,27,34,39,17,11,51,48.65,32.89448866
119,39.3,-119.63,1547,Very High,RENO__PM,North America,United States,"DeLucia, E.H. & Schlesinger, W.H. (1991) Resource-Use Efficiency and Drought Tolerance In Adjacent Great Basin and Sierran Plants. Ecology, 72(1), 51-58.",Artemisia tridentata,Gymno,Piles,Piceae,Pinus,jeffreyi,T,E,37.33333333,32.60666667,9.133333333,1.176666667,3.235897437,262,8.9,45.3,0.54583177,0.359798803,51.4083333,9.483333333,-0.1,20.9,169,44,289.7834618,171.514569,29.58333333,19.66666667,79.0083333,62.5,91.7,29.2,1356.076668,1106.051777,160.0833333,1370,1221.168698,0.191240876,0.214548569,12.3,4.8,40.9605,16.76,100,0.480000002,0.689499998,9.11449937,9.8,7.5,22,55.9,1.418,27,34,39,17,11,51,48.65,32.89448866
120,39.3,-119.63,1547,Very High,RENO__RM,North America,United States,"DeLucia, E.H. & Schlesinger, W.H. (1991) Resource-Use Efficiency and Drought Tolerance In Adjacent Great Basin and Sierran Plants. Ecology, 72(1), 51-58.",Artemisia tridentata,Gymno,Asterales,Asteraceae,Artemisia,osteosperma,T,E,34.66666667,30.31333333,7.3,1.063333333,3.420615467,200,8.9,45.3,0.54583177,0.359798803,51.4083333,9.483333333,-0.1,20.9,169,44,289.7834618,171.514569,29.58333333,19.66666667,79.0083333,62.5,91.7,29.2,1356.076607,1106.056811,160.0833333,1370,1221.168717,0.145985401,0.163777532,12.3,4.8,40.9605,16.76,100,0.480000002,0.689499998,9.11449937,9.8,7.5,22,55.9,1.418,27,34,39,17,11,51,48.65,32.89448866
121,39.3,-119.63,1547,Very High,RENO__VM,North America,United States,"DeLucia, E.H. & Schlesinger, W.H. (1991) Resource-Use Efficiency and Drought Tolerance In Adjacent Great Basin and Sierran Plants. Ecology, 72(1), 51-58.",Amelanchier alnifolia,Gymno,Piles,Piceae,Pinus,alnifolia,T,E,44.6,47.664,7.82,1.166,3.759019458,225,8.9,45.3,0.54583177,0.359798803,51.4083333,9.483333333,-0.1,20.9,169,44,289.7834618,171.514569,29.58333333,19.66666667,79.0083333,62.5,91.7,29.2,1356.076509,1106.061815,160.0833333,1370,1221.168735,0.164233577,0.184249718,12.3,4.8,40.9605,16.76,100,0.480000002,0.689499998,9.11449937,9.8,7.5,22,55.9,1.418,27,34,39,17,11,51,48.65,32.89448866
122,30.73,-82.13,36,Very Low,United States,North America,United States,"DeLucia, E. H. & Schlesinger, W. H. Photosynthetic rates and nutrient-use efficiency among evergreen and deciduous shrubs in Okefenokee swamp. International Journal of Plant Sciences 156, 19-28 (1995).",Clethra alnifolia,Angio,Ericales,Ericaceae,Clethra,alnifolia,S,D,105.0361006,91.04,8.08,1.064,1.049636,1303.128,63.2,172.2,0.33152463,0.15707752,74.8833333,19.4667,10.5,27.6,136,46,596.7204573,444.637124,30.41666667,30.41666667,64.3833333,58,73.7,15.7,1256.121063,1256.121063,157,1389,1291.41113,0.938177106,1.009072889,26,1,19.49059251,15.4,64,0.1,16.68499953,19.13999778,38.5,5.9,23,45,1.32,25,17,58,4,86,152,19,94.85544676
123,47,10,2960,Very High,Austria,Europe,Austria,"Diemer_Korner_Austria_high - Diemer, M., Korner, C. & Prock, S. Leaf life spans in wild perennial herbaceous plants: a survey and attempts at a functional interpretation. Oecologia 89, 10-16 (1992).",Achillea erba,Angio,Asterales,Asteraceae,Geum,alpi,H,N,187.6845227,309.9621799,16.91333333,3.302833333,1.861660288,2165.042,81.8,150.2,0.21477849,0.116090278,72.9416667,-2.03333,-6.6,8,83,32,80.15970386,17.56530495,15.58333333,8.916666667,41.1666667,35.2,50.5,15.3,595.546581,372.1826162,117.75,579,647.6207201,3.739278066,3.343070497,13.75,1.95,97.715,4.355,37.45,0.1,1.767499991,11.76500001,12,5.7,18,34.85,1.176,16,33,51,47,82,129,15.0306,30.45921249
124,47.8,11,600,High,Germany,Europe,Germany,"Diemer_Korner_Austria_low - Diemer, M., Korner, C. & Prock, S. Leaf life spans in wild perennial herbaceous plants: a survey and attempts at a functional interpretation. Oecologia 89, 10-16 (1992).",Achillea millefolium,Angio,Asterales,Asteraceae,Achillea,acris,H,N,222.9546277,395.1658707,17.57777778,3.107777778,1.404269783,1024.414,51.2,141.7,0.41830464,0.263203147,75.9666667,7.625,-1.4,16.7,83,31,239.9966826,132.791746,24.75,18.5,38.9916667,29,48.2,19.2,770.2529709,668.984381,118.5833333,671,676.6334083,1.526697466,1.513986619,12.4,1.8,4.293,13.86,90.1,0.1,1.694500008,10.25550044,15.1,6,20,46.8,1.327,20,34,46,10,30,129,35.46226667,12.07504842
